id,source_language,target_language,source,target,domain
765,en,ht,Do you have nipple pain during breastfeeding?,Èske ou gen doulè nan tete pandan tete?,healthcare
766,en,ht,Do you have cracked nipples?,Èske ou gen tete ki fann?,healthcare
767,en,ht,Do you have mastitis symptoms?,Èske ou gen sentòm mastit?,healthcare
768,en,ht,Do you experience leaking milk?,Èske ou gen lèt k ap koule?,healthcare
769,en,ht,Do you have postpartum bleeding?,Èske ou gen senyen apre akouchman?,healthcare
770,en,ht,Do you have abdominal pain postpartum?,Èske ou gen doulè nan vant apre akouchman?,healthcare
771,en,ht,Do you have swelling postpartum?,Èske ou gen anflamasyon apre akouchman?,healthcare
772,en,ht,Do you have urinary problems postpartum?,Èske ou gen pwoblèm pipi apre akouchman?,healthcare
773,en,ht,Do you have constipation postpartum?,Èske ou gen konstipasyon apre akouchman?,healthcare
774,en,ht,Do you have hemorrhoids postpartum?,Èske ou gen emoroid apre akouchman?,healthcare
775,en,ht,Do you experience mood swings postpartum?,Èske ou gen chanjman nan dispoziyon apre akouchman?,healthcare
776,en,ht,Do you have postpartum depression symptoms?,Èske ou gen sentòm depresyon apre akouchman?,healthcare
777,en,ht,Do you experience fever postpartum?,Èske ou gen lafyèv apre akouchman?,healthcare
778,en,ht,Do you have infection postpartum?,Èske ou gen enfeksyon apre akouchman?,healthcare
779,en,ht,Do you have pain at episiotomy site?,Èske ou gen doulè nan kote epizyotomi?,healthcare
780,en,ht,Do you have difficulty walking postpartum?,Èske ou gen difikilte pou mache apre akouchman?,healthcare
781,en,ht,Do you have bleeding after delivery?,Èske ou gen senyen apre akouchman?,healthcare
782,en,ht,Do you have abdominal swelling after delivery?,Èske ou gen anflamasyon nan vant apre akouchman?,healthcare
783,en,ht,Do you have lower back pain after delivery?,Èske ou gen doulè nan do anba apre akouchman?,healthcare
784,en,ht,Do you experience pelvic floor weakness?,Èske ou gen feblès nan planche basin?,healthcare
785,en,ht,Do you feel tired after delivery?,Èske ou santi w fatige apre akouchman?,healthcare
786,en,ht,Do you experience anxiety after delivery?,Èske ou santi w enkyè apre akouchman?,healthcare
787,en,ht,Do you have difficulty sleeping after delivery?,Èske ou gen difikilte pou dòmi apre akouchman?,healthcare
788,en,ht,Do you experience hot flashes after delivery?,Èske ou gen chalè apre akouchman?,healthcare
789,en,ht,Do you have night sweats after delivery?,Èske ou swe nan mitan lannwit apre akouchman?,healthcare
790,en,ht,Do you experience mood swings after delivery?,Èske ou gen chanjman nan dispoziyon apre akouchman?,healthcare
791,en,ht,Do you have breast engorgement postpartum?,Èske ou gen tete plen anpil apre akouchman?,healthcare
792,en,ht,Do you have nipple cracks postpartum?,Èske ou gen tete ki fann apre akouchman?,healthcare
793,en,ht,Do you have mastitis postpartum?,Èske ou gen mastit apre akouchman?,healthcare
794,en,ht,Do you experience leaking milk postpartum?,Èske ou gen lèt k ap koule apre akouchman?,healthcare
795,en,ht,Do you have heavy bleeding postpartum?,Èske ou gen gwo senyen apre akouchman?,healthcare
796,en,ht,Do you experience abdominal cramps postpartum?,Èske ou gen kranp nan vant apre akouchman?,healthcare
797,en,ht,Do you have leg swelling postpartum?,Èske ou gen anflamasyon nan janm apre akouchman?,healthcare
798,en,ht,Do you have pelvic pain postpartum?,Èske ou gen doulè nan basin apre akouchman?,healthcare
799,en,ht,Do you feel weak postpartum?,Èske ou santi w fèb apre akouchman?,healthcare
800,en,ht,Do you have urinary incontinence postpartum?,Èske ou gen pwoblèm pipi apre akouchman?,healthcare
801,en,ht,Does your child have a fever?,Èske pitit ou gen lafyèv?,healthcare
802,en,ht,Does your child have a cough?,Èske pitit ou gen tous?,healthcare
803,en,ht,Does your child have a runny nose?,Èske nen pitit ou kouri?,healthcare
804,en,ht,Does your child have vomiting?,Èske pitit ou ap vomi?,healthcare
805,en,ht,Does your child have diarrhea?,Èske pitit ou gen dyare?,healthcare
806,en,ht,Does your child have constipation?,Èske pitit ou gen konstipasyon?,healthcare
807,en,ht,Does your child have stomach pain?,Èske pitit ou gen doulè nan vant?,healthcare
808,en,ht,Does your child have a rash?,Èske pitit ou gen gratèl?,healthcare
809,en,ht,Does your child have itchy skin?,Èske pitit ou grate po li?,healthcare
810,en,ht,Does your child have swollen joints?,Èske jwenti pitit ou anfle?,healthcare
811,en,ht,Does your child have ear pain?,Èske pitit ou gen doulè nan zòrèy?,healthcare
812,en,ht,Does your child have ear infections?,Èske pitit ou gen enfeksyon nan zòrèy?,healthcare
813,en,ht,Does your child have eye redness?,Èske je pitit ou wouj?,healthcare
814,en,ht,Does your child have watery eyes?,Èske je pitit ou dlo?,healthcare
815,en,ht,Does your child have itchy eyes?,Èske je pitit ou grate?,healthcare
816,en,ht,Does your child have vomiting after eating?,Èske pitit ou vomi apre li manje?,healthcare
817,en,ht,Does your child have trouble breathing?,Èske pitit ou gen difikilte pou respire?,healthcare
818,en,ht,Does your child wheeze?,Èske pitit ou soufle?,healthcare
819,en,ht,Does your child have chest pain?,Èske pitit ou gen doulè nan pwatrin?,healthcare
820,en,ht,Does your child have palpitations?,Èske pitit ou gen batman kè rapid?,healthcare
821,en,ht,Does your child have fatigue?,Èske pitit ou santi l fatige?,healthcare
822,en,ht,Does your child have muscle weakness?,Èske pitit ou gen feblès nan misk?,healthcare
823,en,ht,Does your child have tremors?,Èske pitit ou tranble?,healthcare
824,en,ht,Does your child have headaches?,Èske pitit ou gen maltèt?,healthcare
825,en,ht,Does your child have migraines?,Èske pitit ou gen migrèn?,healthcare
826,en,ht,Does your child have dizziness?,Èske pitit ou santi tèt li vire?,healthcare
827,en,ht,Does your child faint sometimes?,Èske pitit ou pèdi konesans pafwa?,healthcare
828,en,ht,Does your child have seizures?,Èske pitit ou gen kriz konvulsif?,healthcare
829,en,ht,Does your child have developmental delays?,Èske pitit ou gen reta devlopman?,healthcare
830,en,ht,Does your child have speech difficulties?,Èske pitit ou gen difikilte pou pale?,healthcare
831,en,ht,Does your child have difficulty walking?,Èske pitit ou gen difikilte pou mache?,healthcare
832,en,ht,Does your child have trouble seeing?,Èske pitit ou wè byen?,healthcare
833,en,ht,Does your child have trouble hearing?,Èske pitit ou tande byen?,healthcare
834,en,ht,Does your child have frequent infections?,Èske pitit ou gen enfeksyon souvan?,healthcare
835,en,ht,Does your child have allergies?,Èske pitit ou gen alèji?,healthcare
836,en,ht,Does your child have asthma?,Èske pitit ou gen opresyon?,healthcare
837,en,ht,Does your child have eczema?,Èske pitit ou gen ekzema?,healthcare
838,en,ht,Does your child have psoriasis?,Èske pitit ou gen psoryaz?,healthcare
839,en,ht,Does your child have hives?,Èske pitit ou gen gratèl?,healthcare
840,en,ht,Does your child have frequent colds?,Èske pitit ou soufri frèt souvan?,healthcare
841,en,ht,Does your child have vomiting at night?,Èske pitit ou vomi nan mitan lannwit?,healthcare
842,en,ht,Does your child have difficulty sleeping?,Èske pitit ou gen difikilte pou dòmi?,healthcare
843,en,ht,Does your child sleep too much?,Èske pitit ou dòmi twòp?,healthcare
844,en,ht,Does your child sleep too little?,Èske pitit ou dòmi twò piti?,healthcare
845,en,ht,Does your child have bedwetting?,Èske pitit ou pipi nan kabann?,healthcare
846,en,ht,Does your child have constipation?,Èske pitit ou gen konstipasyon?,healthcare
847,en,ht,Does your child have diarrhea?,Èske pitit ou gen dyare?,healthcare
848,en,ht,Does your child have stomach cramps?,Èske pitit ou gen kranp nan vant?,healthcare
849,en,ht,Does your child have vomiting after meals?,Èske pitit ou vomi apre manje?,healthcare
850,en,ht,Does your child have dehydration?,Èske pitit ou dezidrate?,healthcare
851,en,ht,Does your child have weight loss?,Èske pitit ou pèdi pwa?,healthcare
852,en,ht,Does your child have weight gain problems?,Èske pitit ou gen pwoblèm pran pwa?,healthcare
853,en,ht,Does your child have delayed growth?,Èske pitit ou grandi pita?,healthcare
854,en,ht,Does your child have frequent urination?,Èske pitit ou pipi souvan?,healthcare
855,en,ht,Does your child have pain during urination?,Èske pitit ou gen doulè lè l ap pipi?,healthcare
856,en,ht,Does your child have blood in urine?,Èske pitit ou gen san nan pipi?,healthcare
857,en,ht,Does your child have urinary tract infections?,Èske pitit ou gen enfeksyon nan pipi?,healthcare
858,en,ht,Does your child have difficulty swallowing?,Èske pitit ou gen difikilte pou vale manje?,healthcare
859,en,ht,Does your child have throat pain?,Èske pitit ou gen doulè nan gòj?,healthcare
860,en,ht,Does your child have tonsillitis?,Èske pitit ou gen tonsilit?,healthcare
861,en,ht,Does your child have ear drainage?,Èske pitit ou gen likid nan zòrèy?,healthcare
862,en,ht,Does your child have nosebleeds?,Èske pitit ou gen nen senyen?,healthcare
863,en,ht,Does your child have sinus infections?,Èske pitit ou gen enfeksyon nan sinis?,healthcare
864,en,ht,Does your child have cough with phlegm?,Èske pitit ou gen tous ak krache?,healthcare
865,en,ht,Does your child have wheezing?,Èske pitit ou soufle?,healthcare
866,en,ht,Does your child have chest congestion?,Èske pitit ou gen bouchon nan pwatrin?,healthcare
867,en,ht,Does your child have rapid breathing?,Èske pitit ou respire rapid?,healthcare
868,en,ht,Does your child have choking episodes?,Èske pitit ou etoufe pafwa?,healthcare
869,en,ht,Does your child have allergies to food?,Èske pitit ou gen alèji ak manje?,healthcare
870,en,ht,Does your child have allergies to medicine?,Èske pitit ou gen alèji ak medikaman?,healthcare
871,en,ht,Does your child have allergies to pollen?,Èske pitit ou gen alèji ak polèn?,healthcare
872,en,ht,Does your child have eczema flare-ups?,Èske pitit ou gen fwa ekzema?,healthcare
873,en,ht,Does your child have asthma attacks?,Èske pitit ou gen kriz opresyon?,healthcare
874,en,ht,Does your child take regular medications?,Èske pitit ou pran medikaman regilyèman?,healthcare
875,en,ht,Does your child have routine checkups?,Èske pitit ou fè tcheke regilye?,healthcare
876,en,ht,Does your child have vaccinations up to date?,Èske pitit ou pran tout vaksen li yo?,healthcare
877,en,ht,Does your child take vitamin supplements?,Èske pitit ou pran vitamin?,healthcare
878,en,ht,Does your child have dental checkups?,Èske pitit ou fè tcheke dan?,healthcare
879,en,ht,Does your child brush teeth daily?,Èske pitit ou bwose dan chak jou?,healthcare
880,en,ht,Does your child have cavities?,Èske pitit ou gen kavite?,healthcare
881,en,ht,Does your child experience sleepwalking?,Èske pitit ou mache pandan dòmi?,healthcare
882,en,ht,Does your child experience nightmares?,Èske pitit ou gen kochma?,healthcare
883,en,ht,Does your child have frequent colds?,Èske pitit ou malad souvan?,healthcare
884,en,ht,Does your child get sick easily?,Èske pitit ou fasil malad?,healthcare
885,en,ht,Does your child have hand-foot-mouth disease?,Èske pitit ou gen maladi men-pye-bouch?,healthcare
886,en,ht,Does your child have chickenpox?,Èske pitit ou gen varisòl?,healthcare
887,en,ht,Does your child have measles?,Èske pitit ou gen masèl?,healthcare
888,en,ht,Does your child have mumps?,Èske pitit ou gen parotit?,healthcare
889,en,ht,Does your child have rubella?,Èske pitit ou gen rubela?,healthcare
890,en,ht,Does your child have croup?,Èske pitit ou gen krip?,healthcare
891,en,ht,Does your child have dehydration signs?,Èske pitit ou gen siy dezidratasyon?,healthcare
892,en,ht,Does your child have poor appetite?,Èske pitit ou pa gen apeti?,healthcare
893,en,ht,Does your child eat regularly?,Èske pitit ou manje regilyèman?,healthcare
894,en,ht,Does your child drink enough water?,Èske pitit ou bwè ase dlo?,healthcare
895,en,ht,Does your child have proper sleep routine?,Èske pitit ou gen yon woutin dòmi?,healthcare
896,en,ht,Does your child experience irritability?,Èske pitit ou vin irite fasil?,healthcare
897,en,ht,Does your child have hyperactivity?,Èske pitit ou twò aktif?,healthcare
898,en,ht,Does your child have attention problems?,Èske pitit ou gen pwoblèm atansyon?,healthcare
899,en,ht,Does your child have tantrums?,Èske pitit ou fè kriz kolè?,healthcare
900,en,ht,Does your child experience growth delays?,Èske pitit ou gen reta devlopman?,healthcare
901,en,ht,Does your child get vaccinations on time?,Èske pitit ou pran vaksen alè?,healthcare
902,en,ht,Does your child have frequent ear infections?,Èske pitit ou gen enfeksyon nan zòrèy souvan?,healthcare
903,en,ht,Does your child have speech delay?,Èske pitit ou pale pita?,healthcare
904,en,ht,Does your child have difficulty hearing?,Èske pitit ou gen difikilte pou tande?,healthcare
905,en,ht,Does your child have trouble seeing clearly?,Èske pitit ou wè klè?,healthcare
906,en,ht,Does your child have vision problems?,Èske pitit ou gen pwoblèm vizyon?,healthcare
907,en,ht,Does your child have frequent stomach aches?,Èske pitit ou gen doulè nan vant souvan?,healthcare
908,en,ht,Does your child experience nausea?,Èske pitit ou gen kè plen?,healthcare
909,en,ht,Does your child vomit frequently?,Èske pitit ou vomi souvan?,healthcare
910,en,ht,Does your child have abdominal bloating?,Èske pitit ou gonfle nan vant?,healthcare
911,en,ht,Does your child have diarrhea?,Èske pitit ou gen dyare?,healthcare
912,en,ht,Does your child have constipation?,Èske pitit ou gen konstipasyon?,healthcare
913,en,ht,Does your child have trouble sleeping?,Èske pitit ou gen difikilte pou dòmi?,healthcare
914,en,ht,Does your child sleep too little?,Èske pitit ou dòmi twò piti?,healthcare
915,en,ht,Does your child sleep too much?,Èske pitit ou dòmi twòp?,healthcare
916,en,ht,Does your child wake up at night frequently?,Èske pitit ou leve nan mitan lannwit souvan?,healthcare
917,en,ht,Does your child experience nightmares?,Èske pitit ou fè kochma?,healthcare
918,en,ht,Does your child sleepwalk?,Èske pitit ou mache pandan dòmi?,healthcare
919,en,ht,Does your child have tantrums?,Èske pitit ou fè kriz kolè?,healthcare
920,en,ht,Does your child show hyperactivity?,Èske pitit ou twò aktif?,healthcare
921,en,ht,Does your child have attention problems?,Èske pitit ou gen pwoblèm konsantrasyon?,healthcare
922,en,ht,Does your child have developmental delays?,Èske pitit ou gen reta devlopman?,healthcare
923,en,ht,Does your child have growth problems?,Èske pitit ou gen pwoblèm kwasans?,healthcare
924,en,ht,Does your child have weight loss?,Èske pitit ou pèdi pwa?,healthcare
925,en,ht,Does your child have poor appetite?,Èske pitit ou pa manje ase?,healthcare
926,en,ht,Does your child eat a balanced diet?,Èske pitit ou manje manje ekilibre?,healthcare
927,en,ht,Does your child drink enough water?,Èske pitit ou bwè ase dlo?,healthcare
928,en,ht,Does your child have dental problems?,Èske pitit ou gen pwoblèm dan?,healthcare
929,en,ht,Does your child brush teeth daily?,Èske pitit ou bwose dan chak jou?,healthcare
930,en,ht,Does your child have cavities?,Èske pitit ou gen kavite?,healthcare
931,en,ht,Does your child have gum problems?,Èske pitit ou gen pwoblèm jansiv?,healthcare
932,en,ht,Does your child have ear pain?,Èske pitit ou gen doulè nan zòrèy?,healthcare
933,en,ht,Does your child have frequent colds?,Èske pitit ou malad souvan?,healthcare
934,en,ht,Does your child have flu symptoms?,Èske pitit ou gen sentòm grip?,healthcare
935,en,ht,Does your child have skin rashes?,Èske pitit ou gen gratèl nan po?,healthcare
936,en,ht,Does your child have itchy skin?,Èske pitit ou grate po li?,healthcare
937,en,ht,Does your child have eczema?,Èske pitit ou gen ekzema?,healthcare
938,en,ht,Does your child have hives?,Èske pitit ou gen gratèl?,healthcare
939,en,ht,Does your child have allergic reactions?,Èske pitit ou gen reyaksyon alèjik?,healthcare
940,en,ht,Does your child have asthma?,Èske pitit ou gen opresyon?,healthcare
941,en,ht,Does your child have wheezing?,Èske pitit ou soufle?,healthcare
942,en,ht,Does your child have chest congestion?,Èske pitit ou gen bouchon nan pwatrin?,healthcare
943,en,ht,Does your child have rapid breathing?,Èske pitit ou respire rapid?,healthcare
944,en,ht,Does your child have choking episodes?,Èske pitit ou etoufe pafwa?,healthcare
945,en,ht,Does your child take daily medications?,Èske pitit ou pran medikaman chak jou?,healthcare
946,en,ht,Does your child have routine checkups?,Èske pitit ou fè tcheke regilyèman?,healthcare
947,en,ht,Does your child have vaccinations up to date?,Èske pitit ou pran tout vaksen yo?,healthcare
948,en,ht,Does your child have vitamin supplements?,Èske pitit ou pran vitamin?,healthcare
949,en,ht,Does your child have regular physical activity?,Èske pitit ou fè aktivite fizik regilyèman?,healthcare
950,en,ht,Does your child play outdoor games?,Èske pitit ou jwe jwèt deyò?,healthcare
951,en,ht,Does your child brush hair daily?,Èske pitit ou bwose cheve chak jou?,healthcare
952,en,ht,Does your child wash hands before meals?,Èske pitit ou lave men li anvan manje?,healthcare
953,en,ht,Does your child wash hands after toilet?,Èske pitit ou lave men li apre twalèt?,healthcare
954,en,ht,Does your child wear clean clothes?,Èske pitit ou mete rad pwòp?,healthcare
955,en,ht,Does your child have hygiene problems?,Èske pitit ou gen pwoblèm ijyèn?,healthcare
956,en,ht,Does your child take baths daily?,Èske pitit ou pran beny chak jou?,healthcare
957,en,ht,Does your child have lice?,Èske pitit ou gen pye?,healthcare
958,en,ht,Does your child have fungal infections?,Èske pitit ou gen enfeksyon fongis?,healthcare
959,en,ht,Does your child have scabies?,Èske pitit ou gen payid?,healthcare
960,en,ht,Does your child have allergic rhinitis?,Èske pitit ou gen alèji nan nen?,healthcare
961,en,ht,Does your child have poor posture?,Èske pitit ou gen move pozisyon kò?,healthcare
962,en,ht,Does your child have scoliosis?,Èske pitit ou gen skolyoz?,healthcare
963,en,ht,Does your child have back pain?,Èske pitit ou gen doulè nan do?,healthcare
964,en,ht,Does your child have neck pain?,Èske pitit ou gen doulè nan kou?,healthcare
965,en,ht,Does your child have headaches?,Èske pitit ou gen maltèt?,healthcare
966,en,ht,Does your child have migraines?,Èske pitit ou gen migrèn?,healthcare
967,en,ht,Does your child feel anxious?,Èske pitit ou santi li enkyè?,healthcare
968,en,ht,Does your child feel sad?,Èske pitit ou tris?,healthcare
969,en,ht,Does your child have behavioral problems?,Èske pitit ou gen pwoblèm konpòtman?,healthcare
970,en,ht,Does your child have social difficulties?,Èske pitit ou gen pwoblèm sosyal?,healthcare
971,en,ht,Does your child have friends at school?,Èske pitit ou gen zanmi nan lekòl?,healthcare
972,en,ht,Does your child have learning difficulties?,Èske pitit ou gen difikilte pou aprann?,healthcare
973,en,ht,Does your child have memory problems?,Èske pitit ou gen pwoblèm memwa?,healthcare
974,en,ht,Does your child have concentration problems?,Èske pitit ou gen pwoblèm konsantrasyon?,healthcare
975,en,ht,Does your child read books regularly?,Èske pitit ou li liv regilyèman?,healthcare
976,en,ht,Does your child do homework regularly?,Èske pitit ou fè devwa li regilyèman?,healthcare
977,en,ht,Does your child have good hygiene habits?,Èske pitit ou gen bon abitid ijyèn?,healthcare
978,en,ht,Does your child get enough sleep?,Èske pitit ou dòmi ase?,healthcare
979,en,ht,Does your child take naps during the day?,Èske pitit ou fè ti domi pandan jounen an?,healthcare
980,en,ht,Does your child have proper nutrition?,Èske pitit ou manje byen?,healthcare
981,en,ht,Does your child drink milk regularly?,Èske pitit ou bwè lèt regilyèman?,healthcare
982,en,ht,Does your child eat fruits and vegetables?,Èske pitit ou manje fwi ak legim?,healthcare
983,en,ht,Does your child have sugary food often?,Èske pitit ou manje manje dous souvan?,healthcare
984,en,ht,Does your child have snacks often?,Èske pitit ou manje bonbon ak chiko souvan?,healthcare
985,en,ht,Does your child eat junk food?,Èske pitit ou manje vye manje?,healthcare
986,en,ht,Does your child have physical exercise?,Èske pitit ou fè egzèsis fizik?,healthcare
987,en,ht,Does your child go to playgrounds?,Èske pitit ou ale nan lakou al jwe?,healthcare
988,en,ht,Does your child ride a bicycle?,Èske pitit ou monte bisiklèt?,healthcare
989,en,ht,Does your child play sports?,Èske pitit ou pratike espò?,healthcare
990,en,ht,Does your child watch TV?,Èske pitit ou gade televizyon?,healthcare
991,en,ht,Does your child use electronic devices?,Èske pitit ou itilize aparèy elektwonik?,healthcare
992,en,ht,Does your child spend time outdoors?,Èske pitit ou pase tan deyò?,healthcare
993,en,ht,Does your child wash hands before eating?,Èske pitit ou lave men li anvan manje?,healthcare
994,en,ht,Does your child wash hands after toilet?,Èske pitit ou lave men li aprè twalèt?,healthcare
995,en,ht,Does your child brush teeth before bed?,Èske pitit ou bwose dan li anvanl dòmi?,healthcare
996,en,ht,Does your child wear clean clothes daily?,Èske pitit ou mete rad pwòp chak jou?,healthcare
997,en,ht,Does your child take showers regularly?,Èske pitit ou pran douch regilyèman?,healthcare
998,en,ht,Does your child use sunscreen?,Èske pitit ou sèvi ak pwotektè solèy?,healthcare
999,en,ht,Does your child have regular health checkups?,Èske pitit ou fè tchèk sante regilyèman?,healthcare
1000,en,ht,Does your child have routine dental visits?,Èske pitit ou ale wè dentis regilyèman?,healthcare
1001,en,ht,I need a doctor,Mwen bezwen yon doktè,healthcare 
